ID	Name	ISO639P3code	Classification
ntom1248	Ntomba	nto	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/vieu1234/mong1351/boli1263
boli1255	Bolia	bli	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/vieu1234/mong1351/boli1263
mbes1238	Mbesa	zms	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261
mbol1247	Mbole	mdq	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263
poke1238	Poke	pof	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239
sode1235	So (Democratic Republic of Congo)	soc	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/baso1234
moin1241	Moingi	mwz	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/baso1234
leng1258	Lengola	lej	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246
nyal1250	Nyali	nlj	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255/vanu1247
vanu1242	Vanuma	vau	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255/vanu1247
budu1250	Budu	buu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255/budu1266
mbod1238	Mbo (Democratic Republic of Congo)	zmw	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255/budu1266/ndak1244
ndak1241	Ndaka	ndk	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255/budu1266/ndak1244
kele1255	Kele-Foma	khy	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/kele1265
lomb1260	Lombo	loo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/kele1265
ngul1247	Ngwii	nlo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968
nzad1234	Nzadi	nzd	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235
lwel1234	Lwel	lvl	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234
ding1239	Ding	diz	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244
yans1239	Yansi	yns	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238
mfin1238	Mfinu	zmf	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251
ibal1241	Kwa South	tek	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251
ngun1272	Ngungwel	ngz	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/ngun1278
teke1278	Teke-Eboo-Nzikou	ebo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/ngun1278
teke1276	Teke-Tyee	tyx	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264
teke1274	Teke-Fuumu	ifm	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264
teke1280	Teke-Kukuya	kkw	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264
teke1281	Teke-Tsaayi	tyi	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969
teke1275	Latege	teg	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/mber1262
tchi1245	Tchitchege	tck	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/mber1262/tsit1235
kani1279	Kaningi	kzo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/mber1262/tsit1235/leka1234
mber1257	Mbere-Mbamba	mdt	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/mber1262/tsit1235/leka1234
ndum1239	Ndumu	nmd	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/mber1262/tsit1235/leka1234
yaka1274	Yaka (Congo)	iyx	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/laal1244
teke1277	Teke-Laali	lli	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/laal1244
duma1253	Duma	dma	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/njeb1244/ndja1235
wand1266	Wandji	wdd	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/njeb1244/ndja1235
njeb1242	Njebi	nzb	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/njeb1244/ndja1234
tsaa1242	Tsaangi	tsa	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/moye1234/inte1264/west2969/nort3377/nzeb1234/njeb1244/ndja1234
boma1246	Boma Yumu	boh	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/kwak1270
saka1287	Sakata	skt	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/kwak1270/saka1301
tien1242	Tiene	tii	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/kwil1238/kasa1251/kwak1270/saka1301/boma1248
mpuo1241	Mbuun	zmp	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234
ngon1267	Ngongo	noq	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/nson1239
song1299	Nsong-Mpiin	soo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/nson1239
beem1239	Beembe	beq	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234
suun1239	Suundi	sdj	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/nort3267
doon1238	Doondo	dde	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/nort3267
laar1238	Laari	ldi	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/nort3267
hung1280	Hungu-Pombo	hng	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/sout3353/sout3354
kitu1246	Kituba (Democratic Republic of Congo)	ktu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/sout3353/sout3354/koon1247
kitu1245	Kituba (Congo)	mkw	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/sout3353/sout3354/koon1247
koon1244	South-Central Koongo	kng	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/sout3353/sout3354/koon1247
yomb1244	Yombe	yom	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874
sans1272	San Salvador Kongo	kwy	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874
vili1238	Vili	vif	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240
lumb1249	Lumbu	lup	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/lumb1252
bwis1242	Bwisi	bwz	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/lumb1252
sang1333	Sangu (Gabon)	snq	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/ngub1240/sang1341/sang1345
sira1266	Sira	swj	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/ngub1240/sang1341/sang1345/sira1270
bara1362	Barama	bbg	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/ngub1240/sang1341/sang1345/sira1270
punu1239	Punu	puu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/ngub1240/sang1341/punu1240
vumb1238	Vumbu	vum	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/ngub1240/sang1341/punu1240
kaam1238	Kaamba	xku	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kamb1322
kuny1238	Kunyi	njx	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kamb1322
yaka1269	Yaka-Pelende-Lonzo	yaf	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/yaka1278
suku1259	Suku	sub	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/yaka1278
hung1278	Hungan	hum	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/hung1281
samb1309	Samba	smx	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/hung1281
nkoy1244	Nkoya	nka	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253
luna1244	Luna	luj	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/mbag1239
lwal1238	Lwalu	lwa	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/mbag1239
binj1249	Binji	bpj	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/mbag1239
song1303	Songe	sop	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254
zula1235	Zula	zla	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254
luba1250	Luba-Katanga	lub	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/kaon1242
sang1331	Sanga (Democratic Republic of Congo)	sng	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/kaon1242
kaon1241	Kaonde	kqn	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/kaon1242
kany1247	Kanyok	kny	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/luba1255
bang1350	Bangubangu	bnx	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/luba1255/bang1371
hemb1242	Hemba-Yazi	hem	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/luba1255/bang1371
luba1249	Luba-Lulua	lua	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/luba1253/luba1254/luba1255/bang1371
mbow1246	Mbowe	mxo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747
luya1241	Luyi	lyn	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747
sima1258	Simaa	sie	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262
nyen1257	Nyengo	nye	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262
mash1267	Mashi (Zambia)	mho	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271
mbuk1240	Mbukushu	mhw	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271
bube1242	Bube	bvb	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254
mbon1252	Mbonga	xmb	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262
nagu1244	Nagumi	ngv	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262
lame1257	Lame	bma	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254
kulu1255	Kulung (Nigeria)	bbu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254
mama1272	Mama	mma	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254
jara1263	Jarawa (Nigeria)	jar	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jara1275
dugu1249	Duguri	dbm	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jara1275
bada1258	Bada (Nigeria)	bau	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jara1275
bile1244	Bile	bil	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/numa1256
mbul1260	Mbula-Bwazza	mbu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/numa1256
labi1245	Labir	jku	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jaku1245
shik1242	Shiki	gua	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jaku1245
dulb1238	Dulbu	dbo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/jaku1245
gwaa1239	Gwa	gwb	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/jara1262/nige1254/unun9929
nuba1241	Nubaca	baf	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252
bati1251	Bati (Cameroon)	btc	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255
mbul1262	Mbule	mlb	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255/mbur1240
yang1293	Nuasue	yav	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255/mbur1240/nucl1746
mmaa1238	Mmaala	mmu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255/mbur1240/nucl1746/mmal1234
elip1238	Elip	ekm	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255/mbur1240/nucl1746/mmal1234/elip1240
nugu1242	Nugunu (Cameroon)	yas	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/bati1255/mbur1240/nucl1746/mmal1234/elip1240
leti1245	Leti (Cameroon)	leo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/sana1278
tuki1240	Tuki	bag	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/sana1278
tuot1238	Tuotomb	ttf	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/west2826
yamb1252	Yambeta	yat	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/west2826
tune1261	Tunen	tvu	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/west2826/mand1474
nyok1243	Nyokon	nvo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/west2826/mand1474
noma1260	Nomaande	lem	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1254/mbam1252/nucl1802/sana1299/west2826/mand1474
mesa1245	Mesaka	iyo	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239
esim1238	Esimbi	ags	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239
abon1238	Abon	abo	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/nort3192
bita1251	Bitare	brt	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/nort3192
ambo1249	Ambo	amb	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/nort3192
batu1255	Batu	btu	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/nort3192
icev1238	Iceve-Maci	bec	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267
evan1238	Evant	bzz	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267/tive1237
iyiv1238	Iyive	uiv	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267/tive1237/tivi1234
otan1238	Otank	uta	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267/tive1237/tivi1234
tivv1240	Tiv	tiv	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2267/tive1237/tivi1234
caka1240	Caka	ckx	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2268
eman1238	Eman	emn	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2268
ipul1238	Ipulo-Olulu	ass	atla1278/volt1241/benu1247/bant1294/sout3152/tivo1239/cent2261/cent2268
bekw1241	Bekwarra	bkv	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256
boky1238	Bokyi	bky	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801
buma1244	Bumaji	byp	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801
putu1241	Utugwang-Irungene-Afrike	afe	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801
oban1244	Obanliku	bzy	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801/bete1267
bete1262	Bete-Bendi	btt	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801/bete1267
aleg1238	Alege	alf	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801/bukp1239
uban1243	Ubang	uba	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801/bukp1239
ukpe1247	Ukpe-Bayobiri	ukp	atla1278/volt1241/benu1247/bant1294/sout3152/bend1256/nucl1801/bukp1239
mbee1249	Mbe	mfo	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237
ndoe1238	Ndoe	nbb	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236
ejag1239	Ejagham	etu	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240
efut1242	Efutop	ofu	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/ndee1247
nden1250	Nde-Nsele-Nta	ndd	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/ndee1247
aban1242	Abanyom	abm	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/nort3374/aban1245
nkem1242	Nkem-Nkum	isi	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/nort3374/aban1245
ekaj1238	Ekajuk	eka	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/nort3374/nnam1239
nnam1238	Nnam	nbp	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/bako1254/nort3374/nnam1239
ambe1247	Ambele	ael	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239
befa1241	Menchum	bby	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239
ndem1249	Ndemli	nml	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282
limb1268	Limbum	lmp	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238
mbee1250	Mbe'	mtk	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238
dzod1238	Dzodinka	add	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238
yamb1251	Yamba	yam	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238
kwaj1242	Kwaja-Ndaktup	kdz	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238/mfum1239
mfum1238	Southern Mfumte	nfu	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkam1238/mfum1239/cent2313
ngom1272	Ngomba	jgo	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958
meng1264	Mengaka	xmg	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958
ngom1271	Ngombale	nla	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958
yemb1246	Yemba	ybb	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958/bamb1272
ngie1241	Ngiemboon	nnh	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958/bamb1272
ngwe1238	Ngwe	nwe	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/west2958/bamb1272
ndan1241	Nda'nda'	nnz	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/east2862
kwaa1265	Kwa'	bko	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/east2862
fefe1239	Fe'fe'	fmp	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/east2862
ghom1247	Ghomálá'	bbj	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/east2862
medu1238	Medumba	byv	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/bami1239/east2862
bang1356	Bangolan	bgj	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/mbam1253
bafa1249	Bafanji	bfj	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/mbam1253
baba1264	Baba	bbw	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/sout3350/mbam1253
